,category,text
16335,1,unable to login to my account cpNUM joey villaruel
16336,1,zoo password reset
16337,1,my access password reset
16338,2,dpm issue advised given
16339,6,please set up email billing for customer
16340,1,unable to login to member services
16341,1,my access password reset
16342,2,fw eappointment failing while updating
16343,2,fetch tv follow up
16344,2,fetch tv order
16345,2,dpm order need more information
16346,1,my access
16347,5,unable to activate wifi talk
16348,0,crdNUM prepaid mobile
16349,1,zoo password reset
16350,2,unable to activate prepaid simcard in sos
16351,2,my acct link
16352,3,unable to switch to email billing
16353,1,my access password reset
16354,1,zoo csi password reset request
16355,2,prepaid ca retrieval for worder ahvoizc001
16356,2,fetch tv not delivered
16357,1,zoo csi password reset
16358,1,my account error when switching customer account to email billing
16359,3,unable to switch to email billing
16360,2,closed opom work order is showing pending in dpm reference NUM
16361,1,NUM my accountredemption link issue
16362,1,issue with the account of the customer in my account
16363,1,my access password reset
16364,1,cancel tv service service is unavailable username fayeparker
16365,1,my account issue
16366,2,ac NUM stb stuck in dpm
16367,1,my access password reset
16368,1,my account login issue
16369,1,customer unable to change the password for my account
16370,0,inquiry on member services
16371,1,my access password reset
16372,1,my account issue
16373,2,unable to login to ob portal
16374,1,my account billing issue
16375,1,myaccess password reset
16376,1,cust unable access my usage and pay my billl via my app
16377,2,nothing is coming up in app launcher for the user in personal hub
16378,2,unable to place fetchtv order
16379,2,dpmn order stucked in suspended
16380,1,my access password reset
16381,1,zoo password reset
16382,1,zoo password reset
16383,1,my account linking
16384,6,unable to install my app
16385,0,staffware feed to dss
16386,2,ob portal password reset
16387,4,data usage not tally in my apps
16388,1,my access password reset
16389,1,zoo request to reset the password
16390,1,password reset for my access
16391,2,me tv cancellation
16392,1,zoo password reset
16393,1,unable to login to my access
16394,1,my access sos password reset
16395,2,metv order stuck in pending
16396,1,zoo csi password reset
16397,2,metv cancellation
16398,1,my access password reset
16399,1,my account issue
16400,2,dpm issue
16401,2,dpm error
16402,2,dpm error
16403,1,customer unable to check bills in my account zubindumrigmailcom
16404,2,unable to login to personal hub uid NUM
16405,5,customer unable to install wifitalk
16406,1,my account unable to switch customer to email billing
16407,2,dpm error
16408,4,send data from bdNUM 03 14 NUM 16 33 singtel NUM
16409,2,my app keep goes back to main menu
16410,2,fetch tv delivered delay
16411,1,error login in my account for customer
16412,6,customer did not receive email billing
16413,1,my access password reset
16414,2,incident case update NUM
16415,2,follow up metv
16416,1,duplicate accounts that need to be removed in my account
16417,2,dpm error shipping failure ottNUM
16418,1,my accountnot recognizing the new password even after it was changed
16419,1,dpm password reset
16420,1,my access password reset
16421,1,my access password reset
16422,1,zoo password reset
16423,1,not able to link accounts
16424,2,dpm order was cancelled
16425,1,unable to login to my app
16426,1,dpm password reset request
16427,1,customers account is not updated in member services
16428,2,dpm order stuck
16429,2,dpm problem the order is not moving
16430,2,dpm order cancellataion
16431,2,order in dpm is still in pending status
16432,1,request to reset my access password
16433,1,my access sos password reset
16434,6,customer not receiving the billing notification via email
16435,5,wifi talk help
16436,1,my access password reset
16437,2,ca retrival for sos ref NUM
16438,1,my access password reset
16439,2,icon issue customer being charged for 2 dolars but he not getting benefit
16440,2,dpm order stuck in pending
16441,1,my access password reset
16442,2,dpm fetch order stuck in pending
16443,1,cannot login to my access
16444,2,unable to register to member services
16445,1,sos login issue
16446,2,unable to link
16447,2,transfer of tv service failed
16448,2,my app unable to see date and time
16449,2,ob portal password reset
16450,1,user unable to link service no to my acccess
16451,1,unable to login to member services through my account pages
16452,1,ebpp tm tasks reloading of errored files on user loader
16453,2,dpm status pending
16454,1,my account issue
16455,1,dpm password reset self password reset tools provided
16456,2,pending dpm order incomplete details
16457,1,sos error unable to activate simcard to user
16458,1,my access request to have access
16459,2,unable to log in to business portal
16460,1,my access password reset
16461,0,mr kelvin sim siang ee NUM
16462,1,my access pasword reset
16463,1,my access password reset
16464,5,personal hub app launcher issue
16465,1,unable to found customers detail in my account
16466,1,customer not able to login to my account
16467,1,unable to access my account
16468,1,my account unable to change to email billing
16469,2,metv cancellation
16470,1,unable login to my access
16471,1,my access password reset
16472,2,hardware delivery
16473,2,my app not sending sms to customer
16474,0,travel pack ajorgpl001
16475,1,my account email password issue
16476,2,order pending in dpm
16477,5,mobf downgrade penalty wee siang jeremiah ong
16478,1,my app unable to register the account
16479,2,dpm stb order is pending
16480,1,member services password reset
16481,1,customer unable to link customer my account
16482,1,unable to login to onepass my bills snbb dennissm07
16483,1,my account issue NUM
16484,2,error occurring when completing a prepaid activation
16485,2,error in nomination portal
16486,1,my access self password reset
16487,6,customer not receiving email bills
16488,6,customer having problem with webmail
16489,2,dpm issue with pending cancellation for fetch tv
16490,2,inbound service manager password reset please ism
16491,1,my access password reset
16492,2,error occurring when completing a prepaid activation
16493,2,unable to reprocess fetch tv order for customer
16494,2,ftth fibre check error NUM
16495,2,mcccpay01r error with status 1
16496,1,my access password reset
16497,1,my access password reset
16498,1,oops your myaccount password has been expired please reset your password
16499,1,my account log in
16500,1,password reset
16501,1,my access password reset
16502,1,my access password reset
16503,0,dpm
16504,1,webmail login issue
16505,2,ob portal password reset
16506,2,ces new line order error
16507,2,my app
16508,2,me tv order issue
16509,1,my account error we cant display your service details in my account
16510,1,zoo password reset
16511,2,change the billing type from paper to email billing
16512,5,fusion port away
16513,1,zoo request to reset the password
16514,4,eip eipprdappaNUM prd reitz infra queue threshold breach pu
16515,1,my access password reset
16516,1,my account issue
16517,1,my access password reset
16518,1,my access password reset
16519,1,my account customer unable to log in
16520,2,issue with bills sent through zoo
16521,1,ob portal account unlock
16522,1,dpm password reset
16523,1,my access password reset
16524,1,unable to login to member services
16525,1,my account login issues
16526,1,my account service summary not giving the option to access the webmail
16527,2,customer is not able to receive a pin
16528,1,unable to access my account NUM
16529,1,customer having issue linking service in my account
16530,1,unable to login to webmail
16531,2,my application error
16532,2,cancel tv service
16533,0,nexus not showing roaming and vml or auto loading crp
16534,1,my access password reset
16535,2,fetch tv issue
16536,6,unable to register cust for email billing
